Row ID,Order ID,Order Date,Ship Date,Ship Mode,Customer ID,Customer Name,Segment,City,State,Country,Market,Region,Product ID,Category,Sub-Category,Product Name,Sales,Quantity,Discount,Profit,Shipping Cost,Order Priority,Ship Duration,Returned
37528,US-2014-142188,9/12/2014,9/12/2014,Same Day,JF-15415,Jennifer Ferguson,Consumer,Seattle,Washington,United States,US,West,FUR-CH-10003199,Furniture,Chairs,Office Star - Contemporary Task Swivel Chair,177.568,2,0.2,8.8784,31.94,High,0,No
37532,US-2014-142188,9/12/2014,9/12/2014,Same Day,JF-15415,Jennifer Ferguson,Consumer,Seattle,Washington,United States,US,West,TEC-PH-10000127,Technology,Phones,iOttie XL Car Mount,79.96,5,0.2,-17.991,13.3,High,0,No
37530,US-2014-142188,9/12/2014,9/12/2014,Same Day,JF-15415,Jennifer Ferguson,Consumer,Seattle,Washington,United States,US,West,OFF-PA-10004101,Office Supplies,Paper,Xerox 1894,71.28,11,0,34.2144,12.14,High,0,No
37529,US-2014-142188,9/12/2014,9/12/2014,Same Day,JF-15415,Jennifer Ferguson,Consumer,Seattle,Washington,United States,US,West,OFF-PA-10002005,Office Supplies,Paper,Xerox 225,19.44,3,0,9.3312,5.21,High,0,No
38385,CA-2012-105844,10/25/2012,10/27/2012,Second Class,JF-15415,Jennifer Ferguson,Consumer,Sparks,Nevada,United States,US,West,OFF-AR-10001955,Office Supplies,Art,Newell 319,79.36,4,0,23.808,8.75,High,2,No
40300,CA-2012-102855,4/5/2012,4/6/2012,Same Day,JF-15415,Jennifer Ferguson,Consumer,Spokane,Washington,United States,US,West,TEC-AC-10001767,Technology,Accessories,SanDisk Ultra 64 GB MicroSDHC Class 10 Memory Card,239.94,6,0,26.3934,46.97,High,1,No
40301,CA-2012-102855,4/5/2012,4/6/2012,Same Day,JF-15415,Jennifer Ferguson,Consumer,Spokane,Washington,United States,US,West,OFF-AR-10002467,Office Supplies,Art,Dixon Ticonderoga Pencils,23.84,8,0,6.4368,4.02,High,1,No
40662,US-2011-166828,8/22/2011,8/25/2011,First Class,JF-15415,Jennifer Ferguson,Consumer,Saint Charles,Missouri,United States,US,Central,OFF-PA-10001846,Office Supplies,Paper,Xerox 1899,11.56,2,0,5.6644,0.92,Medium,3,No
41193,CA-2011-156342,6/17/2011,6/20/2011,Second Class,JF-15415,Jennifer Ferguson,Consumer,Chicago,Illinois,United States,US,Central,OFF-PA-10001725,Office Supplies,Paper,Xerox 1892,62.016,2,0.2,22.4808,8.67,High,3,No
40254,CA-2014-105620,12/26/2014,12/29/2014,First Class,JH-15430,Jennifer Halladay,Consumer,Hialeah,Florida,United States,US,South,TEC-MA-10004626,Technology,Machines,Lexmark 20R1285 X6650 Wireless All-in-One Printer,120,2,0.5,-7.2,12.42,Medium,3,No
40253,CA-2014-105620,12/26/2014,12/29/2014,First Class,JH-15430,Jennifer Halladay,Consumer,Hialeah,Florida,United States,US,South,FUR-FU-10004963,Furniture,Furnishings,"Eldon 400 Class Desk Accessories, Black Carbon",21,3,0.2,5.775,1.18,Medium,3,No
32335,CA-2014-121818,11/21/2014,11/22/2014,First Class,JH-15430,Jennifer Halladay,Consumer,Burlington,North Carolina,United States,US,South,OFF-AR-10000203,Office Supplies,Art,Newell 336,23.968,7,0.2,2.6964,6.54,High,1,No
32336,CA-2014-121818,11/21/2014,11/22/2014,First Class,JH-15430,Jennifer Halladay,Consumer,Burlington,North Carolina,United States,US,South,OFF-AR-10004790,Office Supplies,Art,Staples,28.728,3,0.2,1.7955,1.49,High,1,No
36890,US-2014-108014,11/20/2014,11/26/2014,Standard Class,JH-15430,Jennifer Halladay,Consumer,Cleveland,Ohio,United States,US,East,OFF-BI-10003984,Office Supplies,Binders,Lock-Up Easel 'Spel-Binder',59.913,7,0.7,-45.9333,5.09,Medium,6,No
36808,US-2011-137680,2/25/2011,3/2/2011,Standard Class,JH-15430,Jennifer Halladay,Consumer,Medford,Oregon,United States,US,West,OFF-PA-10000174,Office Supplies,Paper,"Message Book, Wirebound, Four 5 1/2"" X 4"" Forms/Pg., 200 Dupl. Sets/Book",32.896,4,0.2,11.1024,2.37,High,5,No
36809,US-2011-137680,2/25/2011,3/2/2011,Standard Class,JH-15430,Jennifer Halladay,Consumer,Medford,Oregon,United States,US,West,OFF-PA-10000069,Office Supplies,Paper,"TOPS 4 x 6 Fluorescent Color Memo Sheets, 500 Sheets per Pack",22.776,3,0.2,7.6869,1.97,High,5,No
34068,CA-2013-163986,9/4/2013,9/11/2013,Standard Class,JJ-15445,Jennifer Jackson,Consumer,Waukesha,Wisconsin,United States,US,Central,OFF-ST-10000918,Office Supplies,Storage,Crate-A-Files,54.5,5,0,14.17,3.16,Medium,7,No
41040,CA-2013-137127,6/17/2013,6/23/2013,Standard Class,JJ-15445,Jennifer Jackson,Consumer,Newark,Delaware,United States,US,East,OFF-LA-10001641,Office Supplies,Labels,Avery 518,9.45,3,0,4.536,0.42,Medium,6,No
39458,CA-2012-120915,9/28/2012,10/3/2012,Second Class,JJ-15445,Jennifer Jackson,Consumer,New York City,New York,United States,US,East,OFF-AP-10002578,Office Supplies,Appliances,"Fellowes Premier Superior Surge Suppressor, 10-Outlet, With Phone and Remote",293.52,6,0,76.3152,40.22,Medium,5,No
39459,CA-2012-120915,9/28/2012,10/3/2012,Second Class,JJ-15445,Jennifer Jackson,Consumer,New York City,New York,United States,US,East,TEC-PH-10003012,Technology,Phones,Nortel Meridian M3904 Professional Digital phone,307.98,2,0,89.3142,16.11,Medium,5,No
32334,CA-2012-127418,6/13/2012,6/14/2012,First Class,JJ-15445,Jennifer Jackson,Consumer,Los Angeles,California,United States,US,West,OFF-BI-10003707,Office Supplies,Binders,Aluminum Screw Posts,36.624,3,0.2,13.734,8.16,Medium,1,No
37742,CA-2012-151785,3/5/2012,3/10/2012,Standard Class,JJ-15445,Jennifer Jackson,Consumer,Chicago,Illinois,United States,US,Central,OFF-FA-10000611,Office Supplies,Fasteners,Binder Clips by OIC,7.104,6,0.2,2.4864,0.51,Medium,5,No
40273,CA-2014-156622,11/24/2014,11/27/2014,First Class,JP-15460,Jennifer Patt,Corporate,Dallas,Texas,United States,US,Central,FUR-TA-10003008,Furniture,Tables,"Lesro Round Back Collection Coffee Table, End Table",127.785,1,0.3,-31.0335,9.08,Medium,3,No
40272,CA-2014-156622,11/24/2014,11/27/2014,First Class,JP-15460,Jennifer Patt,Corporate,Dallas,Texas,United States,US,Central,OFF-PA-10002923,Office Supplies,Paper,Xerox 1942,78.304,2,0.2,29.364,8.79,Medium,3,No
40271,CA-2014-156622,11/24/2014,11/27/2014,First Class,JP-15460,Jennifer Patt,Corporate,Dallas,Texas,United States,US,Central,OFF-PA-10000477,Office Supplies,Paper,Xerox 22,36.288,7,0.2,12.7008,3.03,Medium,3,No
40274,CA-2014-156622,11/24/2014,11/27/2014,First Class,JP-15460,Jennifer Patt,Corporate,Dallas,Texas,United States,US,Central,OFF-BI-10003707,Office Supplies,Binders,Aluminum Screw Posts,6.104,2,0.8,-9.156,0.64,Medium,3,No
38415,CA-2014-104906,2/14/2014,2/18/2014,Standard Class,JP-15460,Jennifer Patt,Corporate,New York City,New York,United States,US,East,OFF-PA-10001184,Office Supplies,Paper,Xerox 1903,17.94,3,0,8.7906,1.51,Medium,4,No
39056,CA-2013-158925,10/25/2013,10/29/2013,Standard Class,JP-15460,Jennifer Patt,Corporate,Houston,Texas,United States,US,Central,OFF-PA-10003072,Office Supplies,Paper,"Eureka Recycled Copy Paper 8 1/2"" x 11"", Ream",15.552,3,0.2,5.4432,1.22,Medium,4,No
36912,CA-2013-158001,8/24/2013,8/28/2013,Standard Class,JP-15460,Jennifer Patt,Corporate,New York City,New York,United States,US,East,OFF-AP-10002118,Office Supplies,Appliances,"1.7 Cubic Foot Compact ""Cube"" Office Refrigerators",1040.8,5,0,281.016,53.27,Medium,4,No
36913,CA-2013-158001,8/24/2013,8/28/2013,Standard Class,JP-15460,Jennifer Patt,Corporate,New York City,New York,United States,US,East,OFF-AR-10001954,Office Supplies,Art,Newell 331,29.34,6,0,7.9218,2.93,Medium,4,No
36911,CA-2013-158001,8/24/2013,8/28/2013,Standard Class,JP-15460,Jennifer Patt,Corporate,New York City,New York,United States,US,East,OFF-AR-10002399,Office Supplies,Art,"Dixon Prang Watercolor Pencils, 10-Color Set with Brush",21.3,5,0,8.733,2.21,Medium,4,No
34957,CA-2013-161676,7/19/2013,7/24/2013,Standard Class,JP-15460,Jennifer Patt,Corporate,Glendale,Arizona,United States,US,West,OFF-SU-10004782,Office Supplies,Supplies,"Elite 5"" Scissors",33.8,5,0.2,4.225,2.67,Medium,5,No
34516,US-2012-137008,10/2/2012,10/8/2012,Standard Class,JP-15460,Jennifer Patt,Corporate,Lakewood,New Jersey,United States,US,East,OFF-PA-10001295,Office Supplies,Paper,Computer Printout Paper with Letter-Trim Perforations,94.85,5,0,45.528,4.9,Medium,6,Yes
34517,US-2012-137008,10/2/2012,10/8/2012,Standard Class,JP-15460,Jennifer Patt,Corporate,Lakewood,New Jersey,United States,US,East,OFF-EN-10002500,Office Supplies,Envelopes,Globe Weis Peel & Seel First Class Envelopes,51.12,4,0,23.004,2.98,Medium,6,Yes
34518,US-2012-137008,10/2/2012,10/8/2012,Standard Class,JP-15460,Jennifer Patt,Corporate,Lakewood,New Jersey,United States,US,East,TEC-AC-10000892,Technology,Accessories,NETGEAR N750 Dual Band Wi-Fi Gigabit Router,90,1,0,32.4,2.58,Medium,6,Yes
34430,CA-2011-107916,8/24/2011,8/26/2011,First Class,JP-15460,Jennifer Patt,Corporate,Oceanside,New York,United States,US,East,OFF-BI-10001116,Office Supplies,Binders,"Wilson Jones 1"" Hanging DublLock Ring Binders",12.672,3,0.2,4.4352,2.92,Medium,2,No
34429,CA-2011-107916,8/24/2011,8/26/2011,First Class,JP-15460,Jennifer Patt,Corporate,Oceanside,New York,United States,US,East,FUR-FU-10004586,Furniture,Furnishings,G.E. Longer-Life Indoor Recessed Floodlight Bulbs,13.28,2,0,6.3744,2.04,Medium,2,No
32186,CA-2014-132934,6/21/2014,6/27/2014,Standard Class,JE-15475,Jeremy Ellison,Consumer,New Rochelle,New York,United States,US,East,TEC-AC-10000927,Technology,Accessories,Anker Ultrathin Bluetooth Wireless Keyboard Aluminum Cover with Stand ,149.95,5,0,14.995,12.8,Medium,6,No
32187,CA-2014-132934,6/21/2014,6/27/2014,Standard Class,JE-15475,Jeremy Ellison,Consumer,New Rochelle,New York,United States,US,East,OFF-BI-10001098,Office Supplies,Binders,Acco D-Ring Binder w/DublLock,51.312,3,0.2,18.6006,3.01,Medium,6,No
36318,CA-2013-133795,12/19/2013,12/25/2013,Standard Class,JE-15475,Jeremy Ellison,Consumer,San Diego,California,United States,US,West,TEC-AC-10001465,Technology,Accessories,SanDisk Cruzer 64 GB USB Flash Drive,72.64,2,0,21.792,3.04,Medium,6,No
36320,CA-2013-133795,12/19/2013,12/25/2013,Standard Class,JE-15475,Jeremy Ellison,Consumer,San Diego,California,United States,US,West,FUR-FU-10003731,Furniture,Furnishings,"Eldon Expressions Wood and Plastic Desk Accessories, Oak",39.92,4,0,11.1776,2.95,Medium,6,No
36319,CA-2013-133795,12/19/2013,12/25/2013,Standard Class,JE-15475,Jeremy Ellison,Consumer,San Diego,California,United States,US,West,TEC-AC-10003832,Technology,Accessories,Logitech P710e Mobile Speakerphone,772.47,3,0,146.7693,0.29,Medium,6,No
37381,US-2013-132577,11/23/2013,11/28/2013,Standard Class,JE-15475,Jeremy Ellison,Consumer,Houston,Texas,United States,US,Central,TEC-AC-10000387,Technology,Accessories,KeyTronic KT800P2 - Keyboard - Black,24.032,2,0.2,-0.6008,2.07,Medium,5,No
37380,US-2013-132577,11/23/2013,11/28/2013,Standard Class,JE-15475,Jeremy Ellison,Consumer,Houston,Texas,United States,US,Central,OFF-AR-10003481,Office Supplies,Art,Newell 348,23.616,9,0.2,2.6568,1.8,Medium,5,No
37383,US-2013-132577,11/23/2013,11/28/2013,Standard Class,JE-15475,Jeremy Ellison,Consumer,Houston,Texas,United States,US,Central,OFF-BI-10003196,Office Supplies,Binders,Accohide Poly Flexible Ring Binders,4.488,6,0.8,-6.732,0.4,Medium,5,No
37379,US-2013-132577,11/23/2013,11/28/2013,Standard Class,JE-15475,Jeremy Ellison,Consumer,Houston,Texas,United States,US,Central,OFF-BI-10004040,Office Supplies,Binders,Wilson Jones Impact Binders,6.216,6,0.8,-9.6348,0.25,Medium,5,No
37382,US-2013-132577,11/23/2013,11/28/2013,Standard Class,JE-15475,Jeremy Ellison,Consumer,Houston,Texas,United States,US,Central,OFF-LA-10000262,Office Supplies,Labels,Avery 494,2.088,1,0.2,0.6786,0.17,Medium,5,No
31775,CA-2013-152632,10/28/2013,11/3/2013,Standard Class,JE-15475,Jeremy Ellison,Consumer,Troy,New York,United States,US,East,FUR-FU-10002671,Furniture,Furnishings,Electrix 20W Halogen Replacement Bulb for Zoom-In Desk Lamp,40.2,3,0,19.296,2.81,Medium,6,No
35090,CA-2012-163762,11/27/2012,12/1/2012,Standard Class,JE-15475,Jeremy Ellison,Consumer,New York City,New York,United States,US,East,OFF-AR-10001915,Office Supplies,Art,Peel-Off China Markers,29.79,3,0,12.5118,2.89,Medium,4,No
32855,CA-2012-112116,3/16/2012,3/18/2012,Second Class,JE-15475,Jeremy Ellison,Consumer,Seattle,Washington,United States,US,West,FUR-TA-10001039,Furniture,Tables,KI Adjustable-Height Table,171.96,2,0,44.7096,16.77,Medium,2,No
33414,CA-2013-130267,9/20/2013,9/24/2013,Standard Class,SW-20245,Scot Wooten,Consumer,Stockton,California,United States,US,West,OFF-PA-10002222,Office Supplies,Paper,"Xerox Color Copier Paper, 11"" x 17"", Ream",159.88,7,0,73.5448,11.16,Medium,4,No
39776,US-2013-119270,3/13/2013,3/17/2013,Standard Class,SW-20245,Scot Wooten,Consumer,Los Angeles,California,United States,US,West,OFF-PA-10004022,Office Supplies,Paper,Hammermill Color Copier Paper (28Lb. and 96 Bright),19.98,2,0,8.991,1.3,Medium,4,No
35453,CA-2012-101091,12/5/2012,12/9/2012,Second Class,SW-20245,Scot Wooten,Consumer,Philadelphia,Pennsylvania,United States,US,East,TEC-AC-10003280,Technology,Accessories,Belkin F8E887 USB Wired Ergonomic Keyboard,47.984,2,0.2,0.5998,4.7,High,4,No
35454,CA-2012-101091,12/5/2012,12/9/2012,Second Class,SW-20245,Scot Wooten,Consumer,Philadelphia,Pennsylvania,United States,US,East,OFF-BI-10001107,Office Supplies,Binders,"GBC White Gloss Covers, Plain Front",26.064,6,0.7,-19.9824,3.15,High,4,No
37302,CA-2012-100657,11/2/2012,11/7/2012,Standard Class,SW-20245,Scot Wooten,Consumer,Troy,New York,United States,US,East,FUR-CH-10003535,Furniture,Chairs,"Global Armless Task Chair, Royal Blue",109.764,2,0.1,8.5372,12.25,Medium,5,No
35691,CA-2011-142965,7/20/2011,7/20/2011,Same Day,SW-20245,Scot Wooten,Consumer,Springfield,Ohio,United States,US,East,OFF-ST-10002583,Office Supplies,Storage,Fellowes Neat Ideas Storage Cubes,25.984,1,0.2,-5.1968,12.61,Critical,0,No
35692,CA-2011-142965,7/20/2011,7/20/2011,Same Day,SW-20245,Scot Wooten,Consumer,Springfield,Ohio,United States,US,East,OFF-BI-10000977,Office Supplies,Binders,Ibico Plastic Spiral Binding Combs,27.36,3,0.7,-21.888,10.04,Critical,0,No
38238,CA-2014-107132,6/27/2014,7/1/2014,Standard Class,SC-20260,Scott Cohen,Corporate,New York City,New York,United States,US,East,OFF-ST-10001490,Office Supplies,Storage,"Hot File 7-Pocket, Floor Stand",713.88,4,0,214.164,26.44,High,4,No
38239,CA-2014-107132,6/27/2014,7/1/2014,Standard Class,SC-20260,Scott Cohen,Corporate,New York City,New York,United States,US,East,OFF-PA-10003790,Office Supplies,Paper,Xerox 1991,68.52,3,0,31.5192,9.95,High,4,No
38236,CA-2014-107132,6/27/2014,7/1/2014,Standard Class,SC-20260,Scott Cohen,Corporate,New York City,New York,United States,US,East,OFF-BI-10001071,Office Supplies,Binders,GBC ProClick Punch Binding System,102.368,2,0.2,37.1084,6.04,High,4,No
38237,CA-2014-107132,6/27/2014,7/1/2014,Standard Class,SC-20260,Scott Cohen,Corporate,New York City,New York,United States,US,East,OFF-SU-10002503,Office Supplies,Supplies,Acme Preferred Stainless Steel Scissors,28.4,5,0,8.236,3.56,High,4,No
37858,CA-2014-144680,4/1/2014,4/3/2014,First Class,SC-20260,Scott Cohen,Corporate,Arlington,Texas,United States,US,Central,OFF-AP-10003040,Office Supplies,Appliances,Fellowes 8 Outlet Superior Workstation Surge Protector w/o Phone/Fax/Modem Protection,33.62,5,0.8,-90.774,5.75,Critical,2,No
33650,CA-2012-111514,8/31/2012,9/2/2012,First Class,SC-20260,Scott Cohen,Corporate,San Francisco,California,United States,US,West,FUR-BO-10002545,Furniture,Bookcases,"Atlantic Metals Mobile 3-Shelf Bookcases, Custom Colors",1552.831,7,0.15,200.9546,343.97,High,2,No
33653,CA-2012-111514,8/31/2012,9/2/2012,First Class,SC-20260,Scott Cohen,Corporate,San Francisco,California,United States,US,West,TEC-MA-10000597,Technology,Machines,Lexmark S315 Color Inkjet Printer,239.976,3,0.2,80.9919,40.68,High,2,No
33651,CA-2012-111514,8/31/2012,9/2/2012,First Class,SC-20260,Scott Cohen,Corporate,San Francisco,California,United States,US,West,OFF-BI-10002735,Office Supplies,Binders,GBC Prestige Therm-A-Bind Covers,137.24,5,0.2,46.3185,28.5,High,2,No
33652,CA-2012-111514,8/31/2012,9/2/2012,First Class,SC-20260,Scott Cohen,Corporate,San Francisco,California,United States,US,West,TEC-AC-10004864,Technology,Accessories,Memorex Micro Travel Drive 32 GB,36.51,1,0,15.6993,5.12,High,2,No
36825,CA-2012-137106,3/31/2012,4/4/2012,Standard Class,SC-20260,Scott Cohen,Corporate,Jacksonville,Florida,United States,US,South,TEC-PH-10000011,Technology,Phones,PureGear Roll-On Screen Protector,79.96,5,0.2,27.986,3.63,Medium,4,No
36623,CA-2012-152681,1/17/2012,1/22/2012,Standard Class,SC-20260,Scott Cohen,Corporate,Lawrence,Massachusetts,United States,US,East,OFF-AR-10003183,Office Supplies,Art,Avery Fluorescent Highlighter Four-Color Set,6.68,2,0,2.004,0.69,Medium,5,No
40242,CA-2011-128622,11/15/2011,11/17/2011,Second Class,SC-20260,Scott Cohen,Corporate,San Francisco,California,United States,US,West,OFF-SU-10001574,Office Supplies,Supplies,Acme Value Line Scissors,10.95,3,0,3.285,2.3,Critical,2,No
39730,US-2011-127635,9/14/2011,9/18/2011,Second Class,SC-20260,Scott Cohen,Corporate,Corpus Christi,Texas,United States,US,Central,OFF-PA-10004610,Office Supplies,Paper,Xerox 1900,6.848,2,0.2,2.14,1,Medium,4,No
39732,US-2011-127635,9/14/2011,9/18/2011,Second Class,SC-20260,Scott Cohen,Corporate,Corpus Christi,Texas,United States,US,Central,OFF-BI-10001721,Office Supplies,Binders,Trimflex Flexible Post Binders,8.552,2,0.8,-13.6832,0.67,Medium,4,No
39729,US-2011-127635,9/14/2011,9/18/2011,Second Class,SC-20260,Scott Cohen,Corporate,Corpus Christi,Texas,United States,US,Central,OFF-FA-10000053,Office Supplies,Fasteners,Revere Boxed Rubber Bands by Revere,6.048,4,0.2,-1.3608,0.62,Medium,4,No
39731,US-2011-127635,9/14/2011,9/18/2011,Second Class,SC-20260,Scott Cohen,Corporate,Corpus Christi,Texas,United States,US,Central,FUR-FU-10000550,Furniture,Furnishings,Stacking Trays by OIC,9.96,5,0.6,-6.723,0.32,Medium,4,No
36332,CA-2011-169803,4/6/2011,4/12/2011,Standard Class,SC-20260,Scott Cohen,Corporate,Seattle,Washington,United States,US,West,FUR-TA-10000688,Furniture,Tables,"Chromcraft Bull-Nose Wood Round Conference Table Top, Wood Base",653.55,3,0,111.1035,70.97,Medium,6,No
36333,CA-2011-169803,4/6/2011,4/12/2011,Standard Class,SC-20260,Scott Cohen,Corporate,Seattle,Washington,United States,US,West,TEC-AC-10003441,Technology,Accessories,Kingston Digital DataTraveler 32GB USB 2.0,33.9,2,0,2.034,4.44,Medium,6,No
32252,CA-2014-119305,12/1/2014,12/5/2014,Standard Class,SW-20275,Scott Williamson,Consumer,Jackson,Mississippi,United States,US,South,OFF-ST-10000604,Office Supplies,Storage,Home/Office Personal File Carts,173.8,5,0,43.45,7.87,Medium,4,No
33509,CA-2014-107874,11/22/2014,11/26/2014,Standard Class,SW-20275,Scott Williamson,Consumer,New York City,New York,United States,US,East,FUR-FU-10003535,Furniture,Furnishings,Howard Miller Distant Time Traveler Alarm Clock,27.42,1,0,11.2422,2.44,High,4,No
34170,CA-2014-137022,11/17/2014,11/23/2014,Standard Class,SW-20275,Scott Williamson,Consumer,San Diego,California,United States,US,West,OFF-ST-10001963,Office Supplies,Storage,Tennsco Regal Shelving Units,811.28,8,0,24.3384,50.71,Medium,6,No
40022,CA-2014-148145,3/19/2014,3/24/2014,Standard Class,SW-20275,Scott Williamson,Consumer,Seattle,Washington,United States,US,West,OFF-AR-10003752,Office Supplies,Art,Deluxe Chalkboard Eraser Cleaner,46.2,4,0,21.252,3.31,Medium,5,No
40546,CA-2013-127761,11/11/2013,11/15/2013,Standard Class,SW-20275,Scott Williamson,Consumer,New York City,New York,United States,US,East,TEC-PH-10003691,Technology,Phones,BlackBerry Q10,881.93,7,0,220.4825,44.26,Medium,4,No
40545,CA-2013-127761,11/11/2013,11/15/2013,Standard Class,SW-20275,Scott Williamson,Consumer,New York City,New York,United States,US,East,OFF-BI-10002557,Office Supplies,Binders,Presstex Flexible Ring Binders,3.64,1,0.2,1.365,0.18,Medium,4,No
32468,US-2011-100279,3/10/2011,3/14/2011,Standard Class,SW-20275,Scott Williamson,Consumer,Royal Oak,Michigan,United States,US,Central,OFF-PA-10002259,Office Supplies,Paper,"Geographics Note Cards, Blank, White, 8 1/2"" x 11""",22.38,2,0,10.7424,1.48,Medium,4,No
33925,US-2014-165344,11/14/2014,11/16/2014,First Class,SB-20290,Sean Braxton,Corporate,Springfield,Ohio,United States,US,East,TEC-MA-10002210,Technology,Machines,Epson TM-T88V Direct Thermal Printer - Monochrome - Desktop,652.995,7,0.7,-935.9595,50.32,Medium,2,No
33924,US-2014-165344,11/14/2014,11/16/2014,First Class,SB-20290,Sean Braxton,Corporate,Springfield,Ohio,United States,US,East,TEC-AC-10002399,Technology,Accessories,SanDisk Cruzer 32 GB USB Flash Drive,60.864,4,0.2,9.1296,16.34,Medium,2,No
33926,US-2014-165344,11/14/2014,11/16/2014,First Class,SB-20290,Sean Braxton,Corporate,Springfield,Ohio,United States,US,East,OFF-BI-10003196,Office Supplies,Binders,Accohide Poly Flexible Ring Binders,11.22,10,0.7,-7.48,0.18,Medium,2,No
33696,CA-2014-147361,9/10/2014,9/16/2014,Standard Class,SB-20290,Sean Braxton,Corporate,Florence,South Carolina,United States,US,South,OFF-ST-10001809,Office Supplies,Storage,Fellowes Officeware Wire Shelving,628.81,7,0,12.5762,68.87,Medium,6,No
33697,CA-2014-147361,9/10/2014,9/16/2014,Standard Class,SB-20290,Sean Braxton,Corporate,Florence,South Carolina,United States,US,South,OFF-ST-10002214,Office Supplies,Storage,X-Rack File for Hanging Folders,56.45,5,0,14.677,2.22,Medium,6,No
35671,CA-2013-158575,11/19/2013,11/25/2013,Standard Class,SB-20290,Sean Braxton,Corporate,Kent,Ohio,United States,US,East,OFF-AP-10002998,Office Supplies,Appliances,Holmes 99% HEPA Air Purifier,103.968,6,0.2,16.8948,16.2,Low,6,No
37969,CA-2012-153794,9/11/2012,9/16/2012,Standard Class,SB-20290,Sean Braxton,Corporate,San Diego,California,United States,US,West,OFF-AR-10000380,Office Supplies,Art,"Hunt PowerHouse Electric Pencil Sharpener, Blue",265.86,7,0,79.758,14.44,Medium,5,No
31559,US-2011-106992,9/19/2011,9/21/2011,Second Class,SB-20290,Sean Braxton,Corporate,Houston,Texas,United States,US,Central,TEC-MA-10000822,Technology,Machines,Lexmark MX611dhe Monochrome Laser Printer,3059.982,3,0.4,-509.997,380.77,Medium,2,No
31560,US-2011-106992,9/19/2011,9/21/2011,Second Class,SB-20290,Sean Braxton,Corporate,Houston,Texas,United States,US,Central,TEC-MA-10003353,Technology,Machines,Xerox WorkCentre 6505DN Laser Multifunction Printer,2519.958,7,0.4,-251.9958,208.09,Medium,2,No
32978,CA-2011-122882,9/7/2011,9/13/2011,Standard Class,SB-20290,Sean Braxton,Corporate,Philadelphia,Pennsylvania,United States,US,East,TEC-MA-10004679,Technology,Machines,StarTech.com 10/100 VDSL2 Ethernet Extender Kit,399.54,4,0.7,-559.356,42.58,Medium,6,No
32977,CA-2011-122882,9/7/2011,9/13/2011,Standard Class,SB-20290,Sean Braxton,Corporate,Philadelphia,Pennsylvania,United States,US,East,FUR-FU-10000758,Furniture,Furnishings,DAX Natural Wood-Tone Poster Frame,42.368,2,0.2,8.4736,3.35,Medium,6,No
32976,CA-2011-122882,9/7/2011,9/13/2011,Standard Class,SB-20290,Sean Braxton,Corporate,Philadelphia,Pennsylvania,United States,US,East,TEC-PH-10003589,Technology,Phones,invisibleSHIELD by ZAGG Smudge-Free Screen Protector,32.382,3,0.4,4.3176,2.99,Medium,6,No
32975,CA-2011-122882,9/7/2011,9/13/2011,Standard Class,SB-20290,Sean Braxton,Corporate,Philadelphia,Pennsylvania,United States,US,East,OFF-ST-10002344,Office Supplies,Storage,"Carina 42""Hx23 3/4""W Media Storage Unit",64.784,1,0.2,-14.5764,1.99,Medium,6,No
34834,CA-2011-158771,5/9/2011,5/9/2011,Same Day,SB-20290,Sean Braxton,Corporate,Henderson,Kentucky,United States,US,South,OFF-ST-10000107,Office Supplies,Storage,Fellowes Super Stor/Drawer,83.25,3,0,14.985,12.61,Medium,0,No
34836,CA-2011-158771,5/9/2011,5/9/2011,Same Day,SB-20290,Sean Braxton,Corporate,Henderson,Kentucky,United States,US,South,OFF-LA-10003121,Office Supplies,Labels,Avery 506,20.65,5,0,9.499,2.61,Medium,0,No
34837,CA-2011-158771,5/9/2011,5/9/2011,Same Day,SB-20290,Sean Braxton,Corporate,Henderson,Kentucky,United States,US,South,OFF-PA-10002689,Office Supplies,Paper,Weyerhaeuser First Choice Laser/Copy Paper (20Lb. and 88 Bright),45.36,7,0,21.7728,2.47,Medium,0,No
34835,CA-2011-158771,5/9/2011,5/9/2011,Same Day,SB-20290,Sean Braxton,Corporate,Henderson,Kentucky,United States,US,South,OFF-LA-10001641,Office Supplies,Labels,Avery 518,9.45,3,0,4.536,0.53,Medium,0,No
40576,CA-2014-122539,12/2/2014,12/6/2014,Standard Class,SC-20305,Sean Christensen,Consumer,Philadelphia,Pennsylvania,United States,US,East,FUR-CH-10003379,Furniture,Chairs,Global Commerce Series High-Back Swivel/Tilt Chairs,398.972,2,0.3,-28.498,36.3,High,4,No
40574,CA-2014-122539,12/2/2014,12/6/2014,Standard Class,SC-20305,Sean Christensen,Consumer,Philadelphia,Pennsylvania,United States,US,East,OFF-LA-10004853,Office Supplies,Labels,Avery 483,15.936,4,0.2,5.1792,1.82,High,4,No
40575,CA-2014-122539,12/2/2014,12/6/2014,Standard Class,SC-20305,Sean Christensen,Consumer,Philadelphia,Pennsylvania,United States,US,East,OFF-BI-10001759,Office Supplies,Binders,"Acco Pressboard Covers with Storage Hooks, 14 7/8"" x 11"", Dark Blue",8.001,7,0.7,-5.6007,0.51,High,4,No
35219,CA-2014-146920,8/29/2014,9/2/2014,Standard Class,SC-20305,Sean Christensen,Consumer,Chicago,Illinois,United States,US,Central,OFF-PA-10002479,Office Supplies,Paper,Xerox 4200 Series MultiUse Premium Copy Paper (20Lb. and 84 Bright),25.344,6,0.2,7.92,4.51,High,4,No
